Nummer|Datum|Ort|Name_voll|GND|Wiki|Journalnummer|Aufbewahrungsort|Aufbewahrungsinstitution|Jahr|VON/AN|person_id|name_gnd|gender_gnd|birth_gnd|occupations_gnd|publications_gnd|degrees_gnd|coordinates_wiki|text|url|place_id|date|letter_text|status_letter_text
2673|01.11.|Stuttgart|Christoph Friedrich von Stälin|117202797|https://de.wikipedia.org/wiki/Christoph_Friedrich_von_St%C3%A4lin||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1839|AN|lassberg-correspondent-0067|Stälin, Christoph Friedrich von|male|1805|Historiker,Bibliothekar|3|-|48.7775,9.18|||lassberg-place-0147|1839-11-01||
2674|05.11.|Leipzig|Karl Ferdinand Haltaus|100813984|https://de.wikipedia.org/wiki/Karl_Ferdinand_Haltaus||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1839|AN|lassberg-correspondent-0252|Haltaus, Karl Ferdinand|male|1811|Schriftsteller,Lehrer,Historiker|6|-|51.34,12.375|||lassberg-place-0086|1839-11-05||
2675|13.12.|Stein|Melchior Kirchhofer|118842528|https://de.wikipedia.org/wiki/Melchior_Kirchhofer||Freiburg i.Br.|Universitätsbibliothek|1839|AN|lassberg-correspondent-0307|Kirchhofer, Melchior|male|1775|Pfarrer,Evangelischer Theologe,Kirchenhistoriker|8|-|-|||lassberg-place-0144|1839-12-13||
2676|23.12.|Stein|Melchior Kirchhofer|118842528|https://de.wikipedia.org/wiki/Melchior_Kirchhofer||Freiburg i.Br.|Universitätsbibliothek|1839|AN|lassberg-correspondent-0307|Kirchhofer, Melchior|male|1775|Pfarrer,Evangelischer Theologe,Kirchenhistoriker|8|-|-|||lassberg-place-0144|1839-12-23||
2677|31.12.|Stein|Melchior Kirchhofer|118842528|https://de.wikipedia.org/wiki/Melchior_Kirchhofer||Freiburg i.Br.|Universitätsbibliothek|1839|AN|lassberg-correspondent-0307|Kirchhofer, Melchior|male|1775|Pfarrer,Evangelischer Theologe,Kirchenhistoriker|8|-|-|||lassberg-place-0144|1839-12-31||
2678|09.01.|Tübingen|August Ludwig Reyscher|11874478X|https://de.wikipedia.org/wiki/August_Ludwig_Reyscher||Marbach am Neckar|Schiller Nationalmuseum|1840|AN|lassberg-correspondent-0025|Reyscher, August Ludwig|male|1802|Politiker,Jurist|11|-|48.52,9.05555556|||lassberg-place-0148|1840-01-09||
2679|14.01.|Zürich|Gerold Ludwig Meyer von Knonau|100372724|https://de.wikipedia.org/wiki/Gerold_Meyer_von_Knonau_(Archivar)||Dortmund|Stadt- und Landesbibliothek|1840|AN|lassberg-correspondent-0140|Meyer von Knonau, Gerold Ludwig|male|1804|Archivar,Geograf,Historiker|10|-|47.37444444,8.54111111|Karl Siegfried Bader (Hg.), Joseph von Lassberg. Mittler und Sammler. Aufsätze zu seinem 100. Todestag. Stuttgart 1955, S. 244|-|lassberg-place-0166|1840-01-14||
2680|16.01.|Stein|Melchior Kirchhofer|118842528|https://de.wikipedia.org/wiki/Melchior_Kirchhofer||Freiburg i.Br.|Universitätsbibliothek|1840|AN|lassberg-correspondent-0307|Kirchhofer, Melchior|male|1775|Pfarrer,Evangelischer Theologe,Kirchenhistoriker|8|-|-|||lassberg-place-0144|1840-01-16||
2681|25.01.|Zürich|Gerold Ludwig Meyer von Knonau|100372724|https://de.wikipedia.org/wiki/Gerold_Meyer_von_Knonau_(Archivar)||Dortmund|Stadt- und Landesbibliothek|1840|AN|lassberg-correspondent-0140|Meyer von Knonau, Gerold Ludwig|male|1804|Archivar,Geograf,Historiker|10|-|47.37444444,8.54111111|Karl Siegfried Bader (Hg.), Joseph von Lassberg. Mittler und Sammler. Aufsätze zu seinem 100. Todestag. Stuttgart 1955, S. 245|-|lassberg-place-0166|1840-01-25||
2682|12.02.|Kassel|Jacob Grimm|118542257|https://de.wikipedia.org/wiki/Jacob_Grimm||Krakau|Jagiellonische Bibliothek|1840|AN|lassberg-correspondent-0170|Grimm, Jacob|male|1785|Bibliothekar,Philologe,Schriftsteller,Historiker,Literaturwissenschaftler,Jurist,Hochschullehrer|6|Prof.|51.3158,9.4979|Franz Pfeiffer, Zur Geschichte der deutschen Philologie. Briefe an Joseph Freiherrn von Laßberg. Postum hg. von Joseph Maria Wagner. In: Germania 13 (1868), S. 118-27, 244-49, 365-84 und 487-508, S. 383|https://upload.wikimedia.org/wikipedia/commons/a/a8/Germania_13_1868.pdf|lassberg-place-0075|1840-02-12||
2683|16.02.|Freiburg i. Brsg|Johann Heinrich Nepomuk Schreiber|118610694|https://de.wikipedia.org/wiki/Heinrich_Schreiber_(Historiker)||Freiburg i.Br.|Universitätsbibliothek|1840|AN|lassberg-correspondent-0200|Schreiber, Heinrich|male|1793|Dozent,Hochschullehrer,Historiker,Schriftsteller,Bibliothekar,Publizist,Theologe|5|Prof. Dr. phil. Dr. theol. h.c.|-|||lassberg-place-0050|1840-02-16||
2684|24.02.|Leipzig|Gustav Friedrich Haenel|115643141|https://de.wikipedia.org/wiki/Gustav_Friedrich_H%C3%A4nel||Freiburg i.Br.|Universitätsbibliothek|1840|AN|lassberg-correspondent-0144|Haenel, Gustav Friedrich|male|1792|Hochschullehrer,Jurist,Historiker|10|Prof. Dr. jur. habil.|51.34,12.375|||lassberg-place-0086|1840-02-24||
2685|14.03.|Schaffhausen|Johann HeinrichMaurer|116856092|https://hls-dhs-dss.ch/de/articles/042993/2008-08-22/||Bern|Burgerbibliothek|1840|AN|lassberg-correspondent-0202|Maurer von Constant, Johann Heinrich|male|1801|Historiker,Bibliothekar,Pfarrer,Lehrer|4|-|47.7,8.63333333|||lassberg-place-0132|1840-03-14||
2686|19.03.|Leipzig|Gustav Friedrich Haenel|115643141|https://de.wikipedia.org/wiki/Gustav_Friedrich_H%C3%A4nel||Freiburg i.Br.|Universitätsbibliothek|1840|AN|lassberg-correspondent-0144|Haenel, Gustav Friedrich|male|1792|Hochschullehrer,Jurist,Historiker|10|Prof. Dr. jur. habil.|51.34,12.375|||lassberg-place-0086|1840-03-19||
2687|03.05.|Koblenz|Christian Wilhelm Sixt von Armin|117662585|https://lobid.org/gnd/117662585||Weimar|Goethe- und Schillerarchiv|1840|AN|lassberg-correspondent-0066|Armin, Christian Wilhelm Sixt von|male|1784|Diplomat|-|-|50.35972222,7.59777778|||lassberg-place-0081|1840-05-03||
2688|21.06.|Meersburg|Jenny von Droste zu Hülshoff|118527541|https://de.wikipedia.org/wiki/Jenny_von_Droste_zu_H%C3%BClshoff||Stapel bei Havixbeck|Archiv des Freiherrn Raitz von Frentz-Droste zu Hülshoff|1840|AN|lassberg-correspondent-0176|Laßberg, Jenny von|female|1795|-|-|-|47.7,9.26666667|||lassberg-place-0101|1840-06-21||
2689|24.06.|Meersburg|Jenny von Droste zu Hülshoff|118527541|https://de.wikipedia.org/wiki/Jenny_von_Droste_zu_H%C3%BClshoff||Stapel bei Havixbeck|Archiv des Freiherrn Raitz von Frentz-Droste zu Hülshoff|1840|AN|lassberg-correspondent-0176|Laßberg, Jenny von|female|1795|-|-|-|47.7,9.26666667|||lassberg-place-0101|1840-06-24||
2690|05.08.|München|Johann Andreas Schmeller|118608533|https://de.wikipedia.org/wiki/Johann_Andreas_Schmeller||Freiburg i.Br.|Universitätsbibliothek|1840|AN|lassberg-correspondent-0182|Schmeller, Johann Andreas|male|1785|Bibliothekar,Philosoph,Germanist,Linguist,Herausgeber,Arrangeur|11|-|-|Franz Pfeiffer, Zur Geschichte der deutschen Philologie. Briefe an Joseph Freiherrn von Laßberg. Postum hg. von Joseph Maria Wagner. In: Germania 13 (1868), S. 118-27, 244-49, 365-84 und 487-508, S. 501|https://upload.wikimedia.org/wikipedia/commons/a/a8/Germania_13_1868.pdf|lassberg-place-0097|1840-08-05||
2691|09.08.|Solothurn|Franz Viktor Pfeiffer|118740776|https://de.wikipedia.org/wiki/Franz_Pfeiffer_(Germanist)||Marbach am Neckar|Schiller Nationalmuseum|1840|AN|lassberg-correspondent-0109|Pfeiffer, Franz|male|1815|Philologe,Germanist,Bibliothekar,Literaturwissenschaftler|9|Prof. Dr.|47.21666667,7.53333333|||lassberg-place-0138|1840-08-09||
2692|01.09.|Tübingen|Ludwig Uhland|118625063|https://de.wikipedia.org/wiki/Ludwig_Uhland||Marbach am Neckar|Schiller Nationalmuseum|1840|AN|lassberg-correspondent-0288|Uhland, Ludwig|male|1787|Jurist,Abgeordneter,Literarhistoriker,Politiker,Hochschullehrer,Germanist,Librettist,Schriftsteller|8|Dr.|48.52,9.05555556|Franz Pfeiffer (Hg.), Briefwechsel zwischen Joseph Freiherrn von Laßberg und Ludwig Uhland. Wien 1870, S. 243|https://www.digitale-sammlungen.de/en/view/bsb10620870?page=1|lassberg-place-0148|1840-09-01||
2693|11.09.|Bischofszell|Johann Adam Pupikofer|11565108X|https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1840|AN|lassberg-correspondent-0179|Pupikofer, Johann Adam|male|1797|Pfarrer,Archivar,Historiker,Bibliothekar|8|-|47.5,9.23333333|Karl Siegfried Bader (Hg.), Joseph von Lassberg. Mittler und Sammler. Aufsätze zu seinem 100. Todestag. Stuttgart 1955, S. 227|-|lassberg-place-0025|1840-09-11||
2694|12.09.|Bischofszell|Johann Adam Pupikofer|11565108X|https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1840|AN|lassberg-correspondent-0179|Pupikofer, Johann Adam|male|1797|Pfarrer,Archivar,Historiker,Bibliothekar|8|-|47.5,9.23333333|Karl Siegfried Bader (Hg.), Joseph von Lassberg. Mittler und Sammler. Aufsätze zu seinem 100. Todestag. Stuttgart 1955, S. 228-31|-|lassberg-place-0025|1840-09-12||
2695|20.09.|Steinegg|Bernhard Zeerleder|116968095|https://de.wikipedia.org/wiki/Bernhard_Zeerleder||Bern|Burgerbibliothek|1840|AN|lassberg-correspondent-0043|Zeerleder, Bernhard von|male|1788|Politiker|-|-|-|||lassberg-place-0145|1840-09-20||
2696|21.09.|Meersburg|Meersburg Gemeinderat|-|-||Karlsruhe|Badische Landesbibliothek|1840|AN|lassberg-correspondent-0306|-|-|-|-|-|-|47.7,9.26666667|||lassberg-place-0101|1840-09-21||
2697|27.09.|Bonn|Therese Luise von Droste-Hülshoff|117751677|-||Stapel bei Havixbeck|Archiv des Freiherrn Raitz von Frentz-Droste zu Hülshoff|1840|AN|lassberg-correspondent-0349|Droste-Hülshoff, Therese Luise von|female|1772|-|-|-|50.73333333,7.1|||lassberg-place-0027|1840-09-27||
2698|13.10.|Basel|Wilhelm Wackernagel|118805851|https://de.wikipedia.org/wiki/Wilhelm_Wackernagel||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1840|AN|lassberg-correspondent-0367|Wackernagel, Wilhelm|male|1806|Gymnasiallehrer,Germanist,Freimaurer,Schriftsteller|9|Prof.|47.55472222,7.59055556|||lassberg-place-0019|1840-10-13||
2699|01.12.|München|Franz Viktor Pfeiffer|118740776|https://de.wikipedia.org/wiki/Franz_Pfeiffer_(Germanist)||Marbach am Neckar|Schiller Nationalmuseum|1840|AN|lassberg-correspondent-0109|Pfeiffer, Franz|male|1815|Philologe,Germanist,Bibliothekar,Literaturwissenschaftler|9|Prof. Dr.|-|||lassberg-place-0097|1840-12-01||
2700|02.12.|Basel|Wilhelm Martin Leberecht de Wette|118631977|https://de.wikipedia.org/wiki/Wilhelm_Martin_Leberecht_de_Wette||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1840|AN|lassberg-correspondent-0365|Wette, Wilhelm Martin Leberecht de|male|1780|Evangelischer Theologe,Philologe,Exeget|10|Prof.|47.55472222,7.59055556|||lassberg-place-0019|1840-12-02||
2701|02.01.|Stein|Melchior Kirchhofer|118842528|https://de.wikipedia.org/wiki/Melchior_Kirchhofer||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1841|AN|lassberg-correspondent-0307|Kirchhofer, Melchior|male|1775|Pfarrer,Evangelischer Theologe,Kirchenhistoriker|8|-|-|||lassberg-place-0144|1841-01-02||
2702|03.02.|Stein|Melchior Kirchhofer|118842528|https://de.wikipedia.org/wiki/Melchior_Kirchhofer||Freiburg i.Br.|Universitätsbibliothek|1841|AN|lassberg-correspondent-0307|Kirchhofer, Melchior|male|1775|Pfarrer,Evangelischer Theologe,Kirchenhistoriker|8|-|-|||lassberg-place-0144|1841-02-03||
2703|10.02.|Wien|Franz Viktor Pfeiffer|118740776|https://de.wikipedia.org/wiki/Franz_Pfeiffer_(Germanist)||Marbach am Neckar|Schiller Nationalmuseum|1841|AN|lassberg-correspondent-0109|Pfeiffer, Franz|male|1815|Philologe,Germanist,Bibliothekar,Literaturwissenschaftler|9|Prof. Dr.|-|||lassberg-place-0161|1841-02-10||
2704|28.02.|Kassel|Jacob Grimm|118542257|https://de.wikipedia.org/wiki/Jacob_Grimm||||1841|AN|lassberg-correspondent-0170|Grimm, Jacob|male|1785|Bibliothekar,Philologe,Schriftsteller,Historiker,Literaturwissenschaftler,Jurist,Hochschullehrer|6|Prof.|51.3158,9.4979|Karl Schulte Kemminghausen. Nachtrag zum Briefwechsel zwischen Jakob Grimm und Joseph von Laßberg. In: Sitzungsberichte der Preußischen Akademie der Wissenschaften. Berlin 1933, S. 754-87, S. 77|-|lassberg-place-0075|1841-02-28||
2705|10.03.|Hohentwiel|Johann HeinrichMaurer|116856092|https://hls-dhs-dss.ch/de/articles/042993/2008-08-22/||Bern|Burgerbibliothek|1841|AN|lassberg-correspondent-0202|Maurer von Constant, Johann Heinrich|male|1801|Historiker,Bibliothekar,Pfarrer,Lehrer|4|-|47.76472222,8.81888889|||lassberg-place-0069|1841-03-10||
2706|13.03.|Aarau|Johann Heinrich Tanner|1060060795|https://de.wikipedia.org/wiki/Johann_Heinrich_Tanner||Aarau|Staatsarchiv|1841|AN|lassberg-correspondent-0201|Tanner, Johann Heinrich|male|1799|Textilhandel,Politiker|-|-|47.4,8.05|Eduard Vischer, Politik und Freundschaft. Der Briefwechsel des Freiherrn J. von Laßberg und K.R. Tanners in Auswahl. In: Argovia 60 (1948), S. 89-149, S. 138|https://www.e-periodica.ch/digbib/view?pid=arg-001%253A1948%253A60|lassberg-place-0001|1841-03-13||
2707|24.03.|München|Franz Viktor Pfeiffer|118740776|https://de.wikipedia.org/wiki/Franz_Pfeiffer_(Germanist)||Marbach am Neckar|Schiller Nationalmuseum|1841|AN|lassberg-correspondent-0109|Pfeiffer, Franz|male|1815|Philologe,Germanist,Bibliothekar,Literaturwissenschaftler|9|Prof. Dr.|-|||lassberg-place-0097|1841-03-24||
2708|12.04.|Donaueschingen|Franz Simon von Pfaffenhofen|1019684615|https://de.wikipedia.org/wiki/Franz_Simon_von_Pfaffenhofen||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1841|AN|lassberg-correspondent-0108|Pfaffenhofen, Franz Simon von|male|1797|Beamter,Kunstsammler,Museumsdirektor,Numismatiker,Freiherr,Kunsthistoriker|-|-|47.95305556,8.50333333|Joseph Ludolph Wohleb, Der Übergang der Sammlungen Joseph von Laßbergs an das Haus Fürstenberg. In: ZGO 97 (1949), S. 229-47, S. 23|-|lassberg-place-0037|1841-04-12||
2709|21.04.|Stein|Melchior Kirchhofer|118842528|https://de.wikipedia.org/wiki/Melchior_Kirchhofer||Freiburg i.Br.|Universitätsbibliothek|1841|AN|lassberg-correspondent-0307|Kirchhofer, Melchior|male|1775|Pfarrer,Evangelischer Theologe,Kirchenhistoriker|8|-|-|||lassberg-place-0144|1841-04-21||
2710|05.06.|Stuttgart|Albert Lucian Constans Schott|11692313X|https://de.wikipedia.org/wiki/Albert_Schott_(Volkskundler)||Marbach am Neckar|Schiller Nationalmuseum|1841|AN|lassberg-correspondent-0005|Schott, Albert|male|1809|Historiker,Linguist,Gymnasiallehrer|6|-|48.7775,9.18|||lassberg-place-0147|1841-06-05||
2711|12.06.|München|Franz Viktor Pfeiffer|118740776|https://de.wikipedia.org/wiki/Franz_Pfeiffer_(Germanist)||Marbach am Neckar|Schiller Nationalmuseum|1841|AN|lassberg-correspondent-0109|Pfeiffer, Franz|male|1815|Philologe,Germanist,Bibliothekar,Literaturwissenschaftler|9|Prof. Dr.|-|||lassberg-place-0097|1841-06-12||
2712|23.06.|Zürich|Ludwig Ettmüller|116585986|https://de.wikipedia.org/wiki/Ludwig_Ettm%C3%BCller||Karlsruhe|Badische Landesbibliothek|1841|AN|lassberg-correspondent-0281|Ettmüller, Ernst Moritz Ludwig|male|1802|Germanist,Schriftsteller|9|Prof. Dr. phil.|47.37444444,8.54111111|||lassberg-place-0166|1841-06-23||
2713|24.06.|Stuttgart|Albert Lucian Constans Schott|11692313X|https://de.wikipedia.org/wiki/Albert_Schott_(Volkskundler)||Marbach am Neckar|Schiller Nationalmuseum|1841|AN|lassberg-correspondent-0005|Schott, Albert|male|1809|Historiker,Linguist,Gymnasiallehrer|6|-|48.7775,9.18|||lassberg-place-0147|1841-06-24||
2714|30.06.|Unbekannt|Jenny von Droste zu Hülshoff|118527541|https://de.wikipedia.org/wiki/Jenny_von_Droste_zu_H%C3%BClshoff||Stapel bei Havixbeck|Archiv des Freiherrn Raitz von Frentz-Droste zu Hülshoff|1841|AN|lassberg-correspondent-0176|Laßberg, Jenny von|female|1795|-|-|-|-|||lassberg-place-0152|1841-06-30||
2715|30.06.|Unbekannt|Jenny von Droste zu Hülshoff|118527541|https://de.wikipedia.org/wiki/Jenny_von_Droste_zu_H%C3%BClshoff||Stapel bei Havixbeck|Archiv des Freiherrn Raitz von Frentz-Droste zu Hülshoff|1841|AN|lassberg-correspondent-0176|Laßberg, Jenny von|female|1795|-|-|-|-|||lassberg-place-0152|1841-06-30||
2716|02.07.|Meersburg|Jenny von Droste zu Hülshoff|118527541|https://de.wikipedia.org/wiki/Jenny_von_Droste_zu_H%C3%BClshoff||Stapel bei Havixbeck|Archiv des Freiherrn Raitz von Frentz-Droste zu Hülshoff|1841|AN|lassberg-correspondent-0176|Laßberg, Jenny von|female|1795|-|-|-|47.7,9.26666667|||lassberg-place-0101|1841-07-02||
2717|09.07.|Ulm|Albert Lucian Constans Schott|11692313X|https://de.wikipedia.org/wiki/Albert_Schott_(Volkskundler)||Marbach am Neckar|Schiller Nationalmuseum|1841|AN|lassberg-correspondent-0005|Schott, Albert|male|1809|Historiker,Linguist,Gymnasiallehrer|6|-|48.4,9.98333333|||lassberg-place-0151|1841-07-09||
2718|27.07.|München|Franz Viktor Pfeiffer|118740776|https://de.wikipedia.org/wiki/Franz_Pfeiffer_(Germanist)||Marbach am Neckar|Schiller Nationalmuseum|1841|AN|lassberg-correspondent-0109|Pfeiffer, Franz|male|1815|Philologe,Germanist,Bibliothekar,Literaturwissenschaftler|9|Prof. Dr.|-|||lassberg-place-0097|1841-07-27||
2719|10.08.|Schaffhausen|Johann HeinrichMaurer|116856092|https://hls-dhs-dss.ch/de/articles/042993/2008-08-22/||Bern|Burgerbibliothek|1841|AN|lassberg-correspondent-0202|Maurer von Constant, Johann Heinrich|male|1801|Historiker,Bibliothekar,Pfarrer,Lehrer|4|-|47.7,8.63333333|||lassberg-place-0132|1841-08-10||
2720|11.08.|Basel|Wilhelm Wackernagel|118805851|https://de.wikipedia.org/wiki/Wilhelm_Wackernagel||Basel|Staatsarchiv des Kantons Basel-Stadt|1841|AN|lassberg-correspondent-0367|Wackernagel, Wilhelm|male|1806|Gymnasiallehrer,Germanist,Freimaurer,Schriftsteller|9|Prof.|47.55472222,7.59055556|||lassberg-place-0019|1841-08-11||
2721|08.09.|Konstanz|Joseph Eiselein|116426292|https://de.wikipedia.org/wiki/Joseph_Eiselein||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1841|AN|lassberg-correspondent-0229|Eiselein, Joseph|male|1791|Bibliothekar,Schriftsteller,Gymnasiallehrer|10|-|47.66666667,9.18333333|||lassberg-place-0082|1841-09-08||
2722|10.09.|Berlin|Jacob Grimm|118542257|https://de.wikipedia.org/wiki/Jacob_Grimm||||1841|AN|lassberg-correspondent-0170|Grimm, Jacob|male|1785|Bibliothekar,Philologe,Schriftsteller,Historiker,Literaturwissenschaftler,Jurist,Hochschullehrer|6|Prof.|52.52,13.405|Karl Schulte Kemminghausen. Nachtrag zum Briefwechsel zwischen Jakob Grimm und Joseph von Laßberg. In: Sitzungsberichte der Preußischen Akademie der Wissenschaften. Berlin 1933, S. 754-87, S. 772|-|lassberg-place-0022|1841-09-10||
2723|21.09.|Meersburg|Unbekannt|-|-||Karlsruhe|Badische Landesbibliothek|1841|AN|lassberg-correspondent-0354|-|-|-|-|-|-|47.7,9.26666667|||lassberg-place-0101|1841-09-21||
2724|23.09.|Basel|Wilhelm Wackernagel|118805851|https://de.wikipedia.org/wiki/Wilhelm_Wackernagel||Basel|Staatsarchiv des Kantons Basel-Stadt|1841|AN|lassberg-correspondent-0367|Wackernagel, Wilhelm|male|1806|Gymnasiallehrer,Germanist,Freimaurer,Schriftsteller|9|Prof.|47.55472222,7.59055556|||lassberg-place-0019|1841-09-23||
2725|31.10.|Stuttgart|Albert Lucian Constans Schott|11692313X|https://de.wikipedia.org/wiki/Albert_Schott_(Volkskundler)||Marbach am Neckar|Schiller Nationalmuseum|1841|AN|lassberg-correspondent-0005|Schott, Albert|male|1809|Historiker,Linguist,Gymnasiallehrer|6|-|48.7775,9.18|||lassberg-place-0147|1841-10-31||
2726|07.11.|Krauchenwies|Karl Anton Friedrich Meinrad Fidelis von Hohenzollern-Sigmaringen|116957433|https://de.wikipedia.org/wiki/Karl_(Hohenzollern-Sigmaringen)||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1841|AN|lassberg-correspondent-0248|Karl, Hohenzollern-Sigmaringen, Fürst|male|1785|-|-|-|48.01694444,9.25027778|||lassberg-place-0083|1841-11-07||
2727|12.12.|Schaffhausen|Johann HeinrichMaurer|116856092|https://hls-dhs-dss.ch/de/articles/042993/2008-08-22/||Bern|Burgerbibliothek|1841|AN|lassberg-correspondent-0202|Maurer von Constant, Johann Heinrich|male|1801|Historiker,Bibliothekar,Pfarrer,Lehrer|4|-|47.7,8.63333333|||lassberg-place-0132|1841-12-12||
2728|23.12.|Friedrichshafen|Hermann Reuchlin|116450606|https://de.wikipedia.org/wiki/Hermann_Reuchlin||Marbach am Neckar|Schiller Nationalmuseum|1841|AN|lassberg-correspondent-0158|Reuchlin, Hermann|male|1810|Pfarrer,Historiker|-|-|47.65,9.48333333|||lassberg-place-0051|1841-12-23||
2729|04.01.|Stein|Melchior Kirchhofer|118842528|https://de.wikipedia.org/wiki/Melchior_Kirchhofer||Freiburg i.Br.|Universitätsbibliothek|1842|AN|lassberg-correspondent-0307|Kirchhofer, Melchior|male|1775|Pfarrer,Evangelischer Theologe,Kirchenhistoriker|8|-|-|||lassberg-place-0144|1842-01-04||
